loss,accuracy,val_loss,val_accuracy
0.7959868907928467,0.7231739163398743,0.7530953884124756,0.7327075600624084
0.6279478073120117,0.7622942924499512,0.7487055659294128,0.7340304851531982
0.5843701362609863,0.7747570276260376,0.7327045202255249,0.7371172904968262
0.5458633303642273,0.7943412661552429,0.7048112154006958,0.7426609396934509
0.5099675059318542,0.8111346364021301,0.6674187779426575,0.7647095918655396
0.4745717942714691,0.8249927759170532,0.6664707064628601,0.7718281745910645
0.4462743103504181,0.8379848003387451,0.6505823135375977,0.7715761661529541
0.4188401401042938,0.8456356525421143,0.6401922106742859,0.7778127789497375
0.3943125605583191,0.8544413447380066,0.6323858499526978,0.782915472984314
0.3724031150341034,0.8633432984352112,0.6235740184783936,0.7889630794525146
0.3546450138092041,0.8708978891372681,0.6283373832702637,0.7902860045433044
0.3344791829586029,0.8791261911392212,0.6472432613372803,0.7925538420677185
0.31678929924964905,0.8863439559936523,0.6519020199775696,0.7940027713775635
0.29894858598709106,0.8909152150154114,0.652049720287323,0.7966486215591431
0.28738680481910706,0.8971225023269653,0.6505144238471985,0.798790454864502
0.26980963349342346,0.9031854271888733,0.6613339781761169,0.7974045872688293
0.25677698850631714,0.9078529477119446,0.6616175770759583,0.8018772602081299
0.24628280103206635,0.9126648306846619,0.6965147256851196,0.7987274527549744
0.23224571347236633,0.9171879291534424,0.6781512498855591,0.8067280054092407
0.21788454055786133,0.9218554496765137,0.7030715942382812,0.8055310845375061
0.2095525711774826,0.9254162311553955,0.7022536993026733,0.8064129948616028
0.19871900975704193,0.9305649399757385,0.7296323180198669,0.802507221698761
0.1900387704372406,0.931094229221344,0.7195003628730774,0.8055940270423889
0.1810450404882431,0.9379270672798157,0.7326986789703369,0.8048381209373474
0.170988529920578,0.9393224716186523,0.7596568465232849,0.8067280054092407
0.16378560662269592,0.9425945281982422,0.7535758018493652,0.8057200312614441
0.15398472547531128,0.9473101496696472,0.7534927725791931,0.8051530718803406
0.14623399078845978,0.9491387009620667,0.7941924929618835,0.8045861124992371
0.1373894214630127,0.9532768726348877,0.7869718074798584,0.8081138730049133
0.13218294084072113,0.9538061618804932,0.7841290831565857,0.808617889881134
0.12817412614822388,0.9560196399688721,0.8078739643096924,0.8091848492622375
0.12031196802854538,0.9578481316566467,0.8205065727233887,0.8044601082801819
0.1167362853884697,0.9586661458015442,0.8550312519073486,0.8020662665367126
0.10879804939031601,0.9621306657791138,0.8036037087440491,0.808617889881134
0.10467296093702316,0.9639592170715332,0.8486353754997253,0.8013103008270264
0.09753149747848511,0.967519998550415,0.8403736352920532,0.8079879283905029
0.09385852515697479,0.96915602684021,0.8699284791946411,0.8077359199523926
0.09146832674741745,0.9695409536361694,0.878369927406311,0.8084918856620789
0.0874500423669815,0.9698777794837952,0.8966745138168335,0.8057200312614441
0.08324222266674042,0.9725242853164673,0.8959243297576904,0.8042711615562439
0.07954616844654083,0.973149836063385,0.9107152819633484,0.8096888065338135
0.07794880121946335,0.9740159511566162,0.9079616665840149,0.8037671446800232
0.07265768200159073,0.9763737916946411,0.9069740176200867,0.8081768751144409
0.07133927196264267,0.9765662550926208,1.0155385732650757,0.7958296537399292
0.06938191503286362,0.9767587184906006,0.9267210364341736,0.8046491146087646
0.06430831551551819,0.9782503843307495,0.9817830920219421,0.806035041809082
0.06784085929393768,0.9767587184906006,0.9605987668037415,0.8071059584617615
0.06341846287250519,0.9788759350776672,0.9806976318359375,0.8049640655517578
0.0561559684574604,0.9815225005149841,1.0404115915298462,0.8052790760993958
0.05542942136526108,0.9814262390136719,1.0103232860565186,0.8033261895179749
0.05322599411010742,0.9818111658096313,0.9951762557029724,0.8089958429336548
0.051450833678245544,0.9823405146598816,0.9938272833824158,0.8096888065338135
0.050957102328538895,0.9826291799545288,1.0484215021133423,0.806035041809082
0.0478387288749218,0.9846020340919495,1.0755106210708618,0.802507221698761
0.04892325401306152,0.9833028316497803,1.02383291721344,0.8120826482772827
0.04757261648774147,0.98421710729599,1.0812832117080688,0.8057200312614441
0.04484104365110397,0.9848426580429077,1.0301718711853027,0.8100037574768066
0.04379536211490631,0.9855644106864929,1.0761494636535645,0.8033891916275024
0.04166251793503761,0.9860455989837646,1.0388301610946655,0.8112636804580688
0.038148824125528336,0.9877778887748718,1.1116383075714111,0.8094998002052307
0.038673035800457,0.9872485995292664,1.09483003616333,0.8049640655517578
