loss,accuracy,val_loss,val_accuracy
0.08146290481090546,0.6604754328727722,0.06844878941774368,0.7164545655250549
0.059452202171087265,0.7378019690513611,0.06357252597808838,0.7220612168312073
0.05669689550995827,0.750360906124115,0.05990320444107056,0.7448658347129822
0.05499080941081047,0.76070636510849,0.06162235513329506,0.7379992604255676
0.053569406270980835,0.7699451446533203,0.05924758315086365,0.755260169506073
0.051983293145895004,0.7815417051315308,0.06104668602347374,0.7555751800537109
0.050677090883255005,0.7908767461776733,0.05794438347220421,0.7695602774620056
0.04983353242278099,0.7956404685974121,0.061256278306245804,0.7610558271408081
0.04898275062441826,0.7991049885749817,0.05837574973702431,0.7627567052841187
0.04830807074904442,0.8040130734443665,0.05907305330038071,0.7647095918655396
0.04785127937793732,0.8057453632354736,0.06012283265590668,0.7629457116127014
0.047458749264478683,0.8085843324661255,0.060864247381687164,0.761559784412384
0.04713620990514755,0.8099316954612732,0.06258418411016464,0.7591029405593872
0.046808745712041855,0.8118082880973816,0.0623444989323616,0.7598589062690735
0.04663299024105072,0.813203752040863,0.061989493668079376,0.7591659426689148
0.046311408281326294,0.8141661286354065,0.06311909109354019,0.7572130560874939
0.0460660457611084,0.81512850522995,0.0633118525147438,0.757843017578125
0.0458681620657444,0.8159946203231812,0.06252395361661911,0.7545042037963867
0.045669395476579666,0.8171494603157043,0.06350656598806381,0.760614812374115
0.04551900178194046,0.8196035027503967,0.06403471529483795,0.7595438957214355
0.04540990665555,0.8203734159469604,0.06307107955217361,0.7604888677597046
0.045266278088092804,0.8212876319885254,0.06376191973686218,0.7580950260162354
0.045009903609752655,0.8218650817871094,0.06463766098022461,0.7565830945968628
0.044897664338350296,0.8237898349761963,0.0654272735118866,0.7570870518684387
0.04478636384010315,0.8235973715782166,0.06601854413747787,0.7534962892532349
0.044660959392786026,0.8250890374183655,0.06629588454961777,0.7526143193244934
0.044415466487407684,0.8253777027130127,0.06598172336816788,0.7508504390716553
0.04435893893241882,0.8275430798530579,0.0662766844034195,0.7523623704910278
0.044276464730501175,0.8273024559020996,0.06599104404449463,0.7543781995773315
0.044119514524936676,0.8271580934524536,0.06680312752723694,0.7517954111099243
0.04401182383298874,0.8285054564476013,0.06860620528459549,0.7406450510025024
0.04391338676214218,0.8284572958946228,0.06815282255411148,0.7420939803123474
0.04368305578827858,0.8289384841918945,0.07082478702068329,0.7356054186820984
0.04357541725039482,0.8294196724891663,0.06709346175193787,0.7472596764564514
0.043535154312849045,0.8296602964401245,0.0690990537405014,0.7380622625350952
0.04333113878965378,0.8315368890762329,0.07190366089344025,0.7262819409370422
0.04327160492539406,0.8315368890762329,0.07416625320911407,0.722754180431366
0.04310843348503113,0.8317775130271912,0.07608815282583237,0.7001385688781738
0.042966920882463455,0.8316812515258789,0.07090089470148087,0.7306287288665771
0.04290397837758064,0.8318737149238586,0.07441004365682602,0.7136827707290649
0.04285300895571709,0.830767035484314,0.07103238999843597,0.7310696840286255
0.04275665432214737,0.8324992656707764,0.07063890993595123,0.7342824935913086
0.04268396645784378,0.8317775130271912,0.07382740825414658,0.7126117944717407
0.04258029907941818,0.8340871930122375,0.07704349607229233,0.6924530863761902
0.0425146147608757,0.8330767154693604,0.07531383633613586,0.7071941494941711
0.0423426553606987,0.8350976705551147,0.07633062452077866,0.6950359344482422
0.04232816770672798,0.8339909315109253,0.07383366674184799,0.7168325781822205
0.04231156036257744,0.8352901339530945,0.07468939572572708,0.7090210318565369
0.04230602830648422,0.8345683813095093,0.07421242445707321,0.70379239320755
0.042109351605176926,0.8350976705551147,0.07513201236724854,0.7011465430259705
0.042126964777708054,0.8356751203536987,0.07591161131858826,0.700264573097229
0.04208298400044441,0.8341834545135498,0.07094680517911911,0.7235101461410522
0.04192572459578514,0.8363968729972839,0.07247159630060196,0.714501678943634
0.04182259738445282,0.8365893363952637,0.07128096371889114,0.7273529171943665
0.04172010347247124,0.8380329012870789,0.07279916107654572,0.7129268050193787
0.041755225509405136,0.8366855978965759,0.07074574381113052,0.7285498380661011
