best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.287461145693669e-06,6.730318546295166,1.0,0.7468816637992859,9.999999747378752e-05,1402
