best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.07494360208511353,0.27800416946411133,0.9734936952590942,0.951883852481842,9.999999747378752e-05,1919
